cw,galaxy,lofar_test_64x128,2016-09-06T23-33-21,60,133830,fceac646a6dd06d5c80e47787bd87dbd971374ea,10.3960001469,4.01799988747,0.095999956131,0.0480000972748,2.07899999619,1.56699991226,1.22399997711,-1,None,0.0810000896454,403.455999851,1
cw,galaxy,lofar_test_16x32,2016-09-06T22-27-27,60,8886,fceac646a6dd06d5c80e47787bd87dbd971374ea,0.177000045776,0.207999944687,0.00600004196167,0.0639998912811,0.0939998626709,0.805999994278,0.104000091553,-1,None,0.0360000133514,402.385000229,1
cw,galaxy,lofar_test_64x128,2016-09-06T23-33-08,30,133830,fceac646a6dd06d5c80e47787bd87dbd971374ea,10.4099998474,4.01700019836,0.0949997901917,0.0239999294281,1.9880001545,1.28500008583,1.40200018883,-1,None,0.0649998188019,403.513000011,1
cw,galaxy,lofar_test_32x32,2016-09-06T22-40-41,60,17078,fceac646a6dd06d5c80e47787bd87dbd971374ea,0.398000001907,0.431999921799,0.010999917984,0.0469999313354,0.194999933243,0.838999986649,0.141000032425,-1,None,0.0409998893738,402.506000042,1
cw,galaxy,lofar_test_128x128,2016-09-06T23-48-51,30,264902,fceac646a6dd06d5c80e47787bd87dbd971374ea,33.5629999638,8.04699993134,0.192999839783,0.0250000953674,4.59800004959,2.14199995995,3.47500014305,-1,None,0.113999843597,405.183000088,1
cw,galaxy,lofar_test_64x128,2016-09-06T23-33-10,30,133830,fceac646a6dd06d5c80e47787bd87dbd971374ea,10.4019999504,4.02100014687,0.0949997901917,0.0249998569489,1.98699998856,1.28299999237,1.39800000191,-1,None,0.0659999847412,403.580999851,1
cw,galaxy,lofar_test_16x32,2016-09-06T22-27-22,30,8886,fceac646a6dd06d5c80e47787bd87dbd971374ea,0.177000045776,0.195999860764,0.00600004196167,0.0409998893738,0.0770001411438,0.592000007629,0.0899999141693,-1,None,0.0190000534058,402.421999931,1
cw,galaxy,lofar_test_32x64,2016-09-06T23-05-16,30,34150,fceac646a6dd06d5c80e47787bd87dbd971374ea,1.1210000515,0.945999860764,0.0210001468658,0.0250000953674,0.414000034332,2.39299988747,0.300999879837,-1,None,0.0280001163483,402.690999985,1
cw,galaxy,lofar_test_16x32,2016-09-06T22-27-31,60,8886,fceac646a6dd06d5c80e47787bd87dbd971374ea,0.177000045776,0.209000110626,0.00599980354309,0.0629999637604,0.095999956131,0.8140001297,0.100999832153,-1,None,0.0350000858307,402.380999804,1
cw,galaxy,lofar_test_16x16,2016-09-06T21-52-55,60,4446,fceac646a6dd06d5c80e47787bd87dbd971374ea,0.0809998512268,0.120000123978,0.0019998550415,0.0480000972748,0.0460000038147,0.735999822617,0.0709998607635,-1,None,0.0329999923706,402.327000141,1
